Railroad Code,Incident Number,Grade Crossing ID,Date,Time,State Name,Highway User,Temperature,Visibility,Weather Condition,Number of Locomotive Units,Number of Cars
SOU,GC0480041,719085V,1980-06-27,03:40 PM,GEORGIA,Truck,93,Day,Clear,1,4
SOU,GC0480040,719838Y,1980-06-23,09:55 AM,GEORGIA,Truck,78,Day,Rain,3,98
SOU,GC0480037,719731W,1980-06-13,09:55 AM,GEORGIA,Truck,75,Day,Clear,4,72
SOU,GC0480036,719178P,1980-06-12,10:15 PM,GEORGIA,Truck-trailer,71,Dark,Clear,2,7
UP,0680ID208,813407M,1980-06-25,04:30 PM,IDAHO,Auto,80,Day,Clear,2,12
UP,0680ID206,812017W,1980-06-20,06:15 PM,IDAHO,Truck-trailer,70,Day,Clear,1,3
UP,0680ID205,900812R,1980-06-12,09:15 AM,IDAHO,Other,65,Day,Cloudy,4,32
UP,0680ID007,819482U,1980-06-06,07:50 AM,IDAHO,Auto,50,Day,Cloudy,1,6
UP,0680CA210,,1980-06-13,08:45 PM,CALIFORNIA,Truck-trailer,55,Dark,Clear,3,83
UP,0680CA020,810979D,1980-06-21,06:25 PM,CALIFORNIA,Auto,80,Day,Clear,4,79
UP,0680CA011,746934X,1980-06-15,06:05 PM,CALIFORNIA,Auto,75,Day,Clear,4,60
SSW,K8110,789638F,1980-06-25,08:00 AM,TEXAS,Auto,83,Day,Clear,1,0
SSW,K8090,787595H,1980-06-20,08:29 PM,ARKANSAS,Auto,80,Dusk,Clear,3,84
SSW,K7930,789003C,1980-06-11,06:25 PM,ARKANSAS,Other,80,Day,Clear,1,95
SSW,K7920,790833C,1980-06-10,02:18 PM,ARKANSAS,Auto,80,Day,Clear,3,51
MILW,500085,386439N,1980-08-18,10:28 AM,ILLINOIS,Truck,80,Day,Clear,1,4
MILW,500082,387919D,1980-08-13,06:47 PM,WISCONSIN,Auto,80,Day,Clear,1,6
MILW,406381,387346X,1980-08-28,06:25 AM,ILLINOIS,Truck,69,Dawn,Clear,2,18
MILW,406351,390847F,1980-08-17,04:45 PM,WISCONSIN,Auto,75,Day,Clear,4,107
MILW,406341,391510F,1980-08-08,04:30 PM,WISCONSIN,Auto,75,Day,Cloudy,1,0
MILW,112461,540400H,1980-08-30,12:05 AM,INDIANA,Auto,70,Dark,Clear,2,51
ATSF,150980202,003530A,1980-09-06,02:20 PM,COLORADO,Motorcycle,80,Day,Clear,7,110
ATSF,150980201,013088M,1980-09-04,02:55 AM,KANSAS,Auto,72,Dark,Clear,1,23
ATSF,150980102,003380U,1980-09-12,09:25 AM,COLORADO,Truck-trailer,80,Day,Clear,1,9
ATSF,140980203,009584B,1980-09-27,04:00 AM,KANSAS,Auto,50,Dark,Cloudy,4,52
CNW,A12209,193284N,1980-09-06,11:08 PM,MINNESOTA,Auto,65,Dark,Clear,3,67
CNW,A10858,190277T,1980-09-20,05:55 AM,SOUTH DAKOTA,Auto,60,Dawn,Cloudy,1,0
CNW,A10299,177846R,1980-09-22,10:05 AM,WISCONSIN,Auto,65,Day,Cloudy,2,115
CGA,GC0880083,728158C,1980-09-27,07:28 AM,ALABAMA,Truck,71,Day,Cloudy,1,6
CGA,GC0580057,733518H,1980-09-12,06:40 PM,GEORGIA,Truck-trailer,90,Day,Clear,2,9
CGA,GC0580055,734086P,1980-09-03,07:45 AM,GEORGIA,Truck,75,Day,Clear,1,4
CGA,GC0480058,718710A,1980-09-16,02:30 PM,GEORGIA,Truck,90,Day,Clear,1,4
CGA,GC0480056,719034K,1980-09-15,06:35 PM,GEORGIA,Auto,94,Day,Clear,3,26
CGA,GC0480055,718239A,1980-09-02,01:53 PM,GEORGIA,Auto,90,Day,Clear,4,22
CCT,580980,842792W,1980-10-16,10:20 PM,CALIFORNIA,Auto,50,Dark,Clear,1,18
CCO,2180,243959C,1980-10-03,12:15 AM,TENNESSEE,Auto,52,Dark,Fog,4,85
CAGY,8050,296379H,1980-10-30,08:10 PM,MISSISSIPPI,Auto,59,Dark,Clear,1,15
ATK,011080B,760047S,1980-01-10,05:20 PM,OREGON,Auto,45,Dark,Clear,2,13
ATK,010980B,026308T,1980-01-09,07:40 PM,CALIFORNIA,Auto,53,Dark,Cloudy,3,11
ATK,010880A,290975M,1980-01-08,02:20 PM,ILLINOIS,Other,20,Day,Clear,1,6
ATK,010780B,509390B,1980-01-07,10:00 AM,OHIO,Auto,15,Day,Clear,3,15
ATK,010780A,522890E,1980-01-07,07:15 AM,INDIANA,Auto,14,Day,Cloudy,2,4
ATK,010580B,628334W,1980-01-25,02:10 PM,FLORIDA,Auto,60,Day,Clear,2,11
ATK,010580A,522890E,1980-01-05,08:45 AM,INDIANA,Auto,27,Day,Snow,2,6
ATK,010380A,283611V,1980-01-03,08:53 AM,MICHIGAN,Truck,30,Day,Cloudy,2,3
ATK,010280A,622059H,1980-01-02,02:42 PM,FLORIDA,Truck-trailer,70,Day,Clear,2,8
ATC,X1022,621003K,1980-01-30,06:37 PM,FLORIDA,Other,60,Dusk,Clear,2,43
ASAB,99000424,002778H,1980-01-07,09:32 AM,FLORIDA,Auto,45,Day,Clear,1,37
ARR,T009,,1980-01-25,07:05 AM,ALASKA,Other,4,Dark,Cloudy,1,0
ARR,T006,868263N,1980-01-15,04:40 AM,ALASKA,Truck,0,Dark,Cloudy,2,40
ARR,T003,868251U,1980-01-13,01:20 PM,ALASKA,Auto,-10,Day,Cloudy,1,3
APA,APA1,847168K,1980-01-18,02:35 PM,ARIZONA,School bus,30,Day,Snow,1,8
ALS,CA101,846944E,1980-01-30,04:50 PM,ILLINOIS,Auto,14,Day,Snow,3,52
AGS,GC0980005,725154P,1980-01-29,06:37 AM,LOUISIANA,Auto,47,Day,Clear,3,53
AGS,GC0980002,725478S,1980-01-12,10:30 AM,MISSISSIPPI,Auto,70,Day,Clear,3,11
AGS,GC0980001,725568R,1980-01-04,10:20 PM,MISSISSIPPI,Auto,30,Dark,Clear,3,90
ACY,51125,002081J,1980-01-28,04:07 PM,OHIO,Truck-trailer,21,Day,Clear,2,0
ABB,461,837674J,1980-01-30,07:10 PM,OHIO,Auto,32,Dark,Clear,1,0
ABB,460,837688S,1980-01-21,10:50 AM,OHIO,Truck,33,Day,Clear,1,0
ABB,459,837688S,1980-01-08,04:04 PM,OHIO,Auto,35,Day,Clear,2,0
BN,PO56,,1980-01-16,07:35 PM,WASHINGTON,Truck,38,Dark,Fog,1,6
BN,PO107,092298S,1980-01-31,09:00 PM,OREGON,Auto,28,Dark,Cloudy,1,9
BN,PO102,098592K,1980-01-30,01:45 PM,WASHINGTON,Truck,20,Day,Cloudy,1,2
BN,PA65,085231T,1980-01-15,06:30 AM,WASHINGTON,Auto,22,Dark,Snow,4,119
BN,PA39,085044K,1980-01-10,03:45 PM,WASHINGTON,Other,30,Day,Cloudy,1,14
BN,PA104,091736N,1980-01-22,11:15 AM,WASHINGTON,Auto,46,Day,Clear,1,19
BN,PA103,101053D,1980-01-22,07:50 PM,WASHINGTON,Auto,42,Dark,Clear,1,21
BN,NE84,073314X,1980-01-25,02:45 PM,NEBRASKA,Other,21,Day,Cloudy,2,99
BN,NE51,083884M,1980-01-21,08:45 AM,NEBRASKA,Truck-trailer,35,Day,Cloudy,3,109
BN,NE2,073057C,1980-01-01,02:40 AM,NEBRASKA,Auto,30,Dark,Fog,2,30
BN,NE15,083396J,1980-01-09,09:50 PM,NEBRASKA,Truck,30,Dark,Cloudy,3,110
BN,NE11,083238J,1980-01-07,03:50 PM,NEBRASKA,Truck,34,Day,Cloudy,2,53
BN,NE1,074954B,1980-01-01,09:10 PM,NEBRASKA,Truck,30,Dark,Fog,4,110
BN,MT7,059545W,1980-01-05,08:10 PM,MONTANA,Auto,10,Dark,Fog,1,25
BN,MT3,088461E,1980-01-03,01:10 PM,MONTANA,Truck-trailer,38,Day,Cloudy,1,13
BN,MN90,071511E,1980-01-27,10:25 PM,MINNESOTA,Auto,-12,Dark,Clear,4,83
BN,MN89,067273G,1980-01-27,02:10 AM,MINNESOTA,Truck,-10,Dark,Clear,2,70
BN,MN54,067283M,1980-01-11,02:00 AM,MINNESOTA,Auto,5,Dark,Cloudy,2,101
BN,MN53,080830W,1980-01-16,08:35 AM,MINNESOTA,Auto,30,Day,Cloudy,2,51
BN,MN28,067592A,1980-01-10,03:00 PM,SOUTH DAKOTA,Other,10,Day,Clear,2,5
BN,MN1,067820K,1980-01-01,02:00 AM,MINNESOTA,Auto,25,Dark,Cloudy,4,103
BN,HN53,069358R,1980-01-31,12:30 PM,ILLINOIS,Truck,17,Day,Clear,4,114
BN,HN35,069110E,1980-01-17,09:58 AM,ILLINOIS,Truck,27,Day,Cloudy,2,67
BN,HN3,078170M,1980-01-05,02:25 AM,MISSOURI,Auto,33,Dark,Snow,1,11
BN,HN13,,1980-01-08,05:40 PM,IOWA,Auto,17,Dark,Clear,1,10
BN,DK63,086710B,1980-01-28,03:50 PM,NORTH DAKOTA,Auto,-3,Day,Clear,1,12
BN,DK4,071171V,1980-01-03,02:45 PM,NORTH DAKOTA,Auto,10,Day,Cloudy,4,107
BN,DK15,062678S,1980-01-10,12:15 AM,NORTH DAKOTA,Truck,4,Dark,Cloudy,1,14
BN,DK11,071026W,1980-01-08,09:00 AM,NORTH DAKOTA,Truck,5,Day,Clear,1,2
BN,CO51,057252L,1980-01-28,07:30 PM,COLORADO,Truck,2,Dark,Clear,1,51
BN,CO47,077171R,1980-01-25,07:45 PM,NEBRASKA,Truck,24,Dark,Snow,2,50
BN,CO38,057281W,1980-01-25,08:40 AM,COLORADO,Other,32,Day,Snow,1,1
BN,CH6,065004H,1980-01-03,01:15 PM,ILLINOIS,Truck,30,Day,Clear,2,14
BN,CH53,080097S,1980-01-21,08:15 AM,ILLINOIS,Truck-trailer,25,Day,Clear,1,5
BN,CH45,079705M,1980-01-18,02:35 PM,ILLINOIS,Auto,35,Day,Cloudy,2,116
BN,AN5,089158L,1980-01-03,01:00 PM,NEBRASKA,Truck,33,Day,Clear,1,2
BN,AN28,089051J,1980-01-09,02:30 PM,NEBRASKA,Truck,41,Day,Clear,3,19
BM,800022,052674M,1980-01-24,11:43 AM,MASSACHUSETTS,Auto,25,Day,Cloudy,1,2
BM,800021,052545X,1980-01-17,01:12 PM,NEW YORK,Auto,44,Day,Cloudy,3,41
BM,800020,054212D,1980-01-12,05:53 PM,NEW HAMPSHIRE,Truck,20,Dusk,Clear,2,25
ATSF,200180204,014526R,1980-01-18,09:40 PM,TEXAS,Auto,40,Dark,Clear,3,65
ATSF,200180203,014782G,1980-01-12,06:30 PM,TEXAS,Truck,55,Dark,Clear,2,86
ATSF,200180201,017512T,1980-01-03,06:53 AM,TEXAS,Truck,40,Dark,Cloudy,1,12
ATSF,150180204,245254T,1980-01-25,06:33 PM,COLORADO,Auto,10,Dark,Snow,2,0
ATSF,150180203,253039C,1980-01-19,02:05 AM,COLORADO,Auto,20,Dark,Snow,4,70
ATSF,150180202,012997Y,1980-01-17,05:55 AM,KANSAS,Auto,28,Dark,Clear,3,3
ATSF,150180201,253077L,1980-01-04,08:50 AM,COLORADO,Auto,30,Day,Clear,5,112
ATSF,140180207,009478T,1980-01-31,08:50 AM,KANSAS,Auto,10,Day,Clear,2,68
ATSF,140180206,011707K,1980-01-26,03:30 PM,OKLAHOMA,Auto,23,Dark,Snow,1,0
ATSF,140180205,596930E,1980-01-25,03:02 PM,OKLAHOMA,Auto,33,Day,Clear,2,46
ATSF,140180204,012081L,1980-01-11,11:21 AM,OKLAHOMA,Auto,35,Day,Clear,3,63
ATSF,140180203,012163T,1980-01-13,12:20 AM,OKLAHOMA,Auto,31,Dark,Clear,1,6
ATSF,140180202,009420K,1980-01-07,10:10 AM,KANSAS,Truck,30,Day,Clear,2,24
ATSF,140180201,009936E,1980-01-02,02:10 PM,KANSAS,Auto,35,Day,Cloudy,2,10
ATSF,110180201,543486E,1980-01-03,12:20 PM,ILLINOIS,Auto,33,Day,Clear,1,4
ATSF,100180201,004230P,1980-01-16,09:55 AM,ILLINOIS,Truck-trailer,47,Day,Rain,1,5
ATK,012680B,634256F,1980-01-26,11:20 PM,SOUTH CAROLINA,Auto,45,Dark,Rain,2,16
ATK,012580B,290502J,1980-01-25,09:20 AM,ILLINOIS,Auto,15,Day,Cloudy,1,4
ATK,012580A,622960T,1980-01-25,02:45 PM,FLORIDA,Truck-trailer,65,Day,Clear,1,8
ATK,012480A,727092B,1980-01-24,03:52 PM,ALABAMA,Auto,40,Day,Clear,3,11
ATK,012280A,085677A,1980-01-22,12:04 PM,WASHINGTON,Truck,48,Day,Clear,1,4
ATK,012080B,637386M,1980-01-20,12:24 AM,GEORGIA,Auto,40,Dark,Clear,2,17
ATK,011880A,502426H,1980-01-18,06:59 AM,NEW YORK,Truck,37,Dawn,Clear,2,6
ATK,011680A,294312U,1980-01-16,08:33 PM,ILLINOIS,Auto,42,Dark,Cloudy,1,4
ATK,011280D,725478S,1980-01-12,10:30 AM,MISSISSIPPI,Auto,70,Day,Clear,3,11
CNW,A1210,174086S,1980-01-19,12:01 AM,ILLINOIS,Auto,35,Dark,Cloudy,1,93
CNW,A1209,178797A,1980-01-18,01:04 PM,ILLINOIS,Truck-trailer,27,Day,Cloudy,0,2
CNW,A1202,176913E,1980-01-04,05:37 PM,ILLINOIS,Auto,30,Dark,Clear,1,3
CNW,A1200,174058N,1980-01-03,05:45 PM,ILLINOIS,Auto,25,Dark,Cloudy,1,5
CNW,A11,176549U,1980-01-11,08:50 AM,ILLINOIS,Auto,50,Day,Rain,1,3
CNW,A10629,188133N,1980-01-30,02:40 PM,NEBRASKA,Auto,20,Day,Cloudy,0,1
CNW,A10624,188532A,1980-01-30,06:15 PM,NEBRASKA,Truck,-2,Dark,Clear,1,2
CNW,A10622,188761U,1980-01-29,03:55 PM,WYOMING,Auto,15,Day,Snow,1,1
CNW,A10619,188373V,1980-01-26,11:55 PM,NEBRASKA,Auto,-5,Dark,Snow,5,96
CNW,A10603,189782R,1980-01-04,10:15 PM,SOUTH DAKOTA,Truck,10,Dark,Clear,3,2
CNL,18016403,843503W,1980-01-17,06:10 PM,SOUTH CAROLINA,Auto,55,Dark,Rain,2,5
CN,1010BLN28,170878X,1980-01-18,11:15 AM,MAINE,Auto,30,Day,Cloudy,1,5
CN,1010BLN27,170962F,1980-01-07,04:20 PM,MAINE,Truck,25,Day,Snow,3,39
CLC,1,840536Y,1980-01-28,07:20 AM,WASHINGTON,Truck,15,Dawn,Clear,0,1
CIM,19801,169809T,1980-01-26,09:40 PM,ILLINOIS,Auto,18,Dark,Clear,1,24
CGA,GC0880011,728275X,1980-01-26,10:50 PM,ALABAMA,Auto,50,Dark,Rain,4,98
CGA,GC0880007,728598T,1980-01-14,08:20 PM,ALABAMA,Truck,45,Dark,Clear,1,2
CGA,GC0580015,734086P,1980-01-31,10:10 PM,GEORGIA,Auto,29,Dark,Clear,1,6
CGA,GC0580012,732889P,1980-01-25,08:35 AM,GEORGIA,Auto,52,Day,Cloudy,1,12
CGA,GC0580011,734110N,1980-01-25,05:10 AM,GEORGIA,Other,47,Dark,Clear,1,5
CGA,GC0580010,732962K,1980-01-21,02:15 AM,GEORGIA,Auto,41,Dark,Clear,1,1
CGA,GC0580009,620254B,1980-01-17,01:40 PM,GEORGIA,Truck-trailer,58,Day,Rain,1,2
CGA,GC0580008,733420E,1980-01-16,10:30 PM,GEORGIA,Auto,62,Dark,Rain,2,37
CGA,GC0580007,734084B,1980-01-16,12:50 PM,GEORGIA,Auto,60,Day,Cloudy,1,11
CGA,GC0580006,718902S,1980-01-14,10:10 PM,GEORGIA,Auto,45,Dark,Clear,4,0
CGA,GC0580005,620105A,1980-01-11,06:25 AM,GEORGIA,Auto,50,Dark,Cloudy,1,6
CGA,GC0580004,718933R,1980-01-04,06:00 PM,GEORGIA,Pedestrian,45,Dusk,Clear,3,148
CGA,GC0580002,723475P,1980-01-02,03:00 PM,GEORGIA,Truck,65,Day,Clear,2,1
CGA,GC0580001,733223R,1980-01-02,11:55 AM,GEORGIA,Auto,50,Day,Clear,1,13
CGA,GC0480009,719234U,1980-01-26,11:00 AM,GEORGIA,Auto,50,Day,Cloudy,1,8
CGA,GC0480005,718902S,1980-01-15,03:30 AM,GEORGIA,Truck-trailer,38,Dark,Clear,1,20
CCO,1480,243861Y,1980-01-31,03:15 PM,VIRGINIA,Other,32,Day,Cloudy,0,1
BRC,B22788,372135G,1980-01-21,12:45 AM,ILLINOIS,Auto,22,Dark,Clear,2,18
BOCT,XCT0026,163412M,1980-01-25,07:15 PM,ILLINOIS,Truck,20,Dark,Clear,2,0
BOCT,XCT0007,163627L,1980-01-11,11:30 PM,INDIANA,Auto,45,Dark,Rain,3,64
BO,XWN0087,,1980-01-28,03:15 PM,OHIO,Truck-trailer,23,Day,Cloudy,1,10
BO,XWN0058,152427W,1980-01-26,10:00 AM,OHIO,Auto,20,Day,Clear,1,26
BO,XWN0057,155198P,1980-01-25,09:15 PM,OHIO,Auto,26,Dark,Clear,1,2
BO,XWN0049,154295V,1980-01-24,02:45 AM,INDIANA,Auto,14,Dark,Cloudy,1,8
BO,XWN0047,152804H,1980-01-24,09:30 PM,INDIANA,Auto,33,Dark,Clear,1,81
BO,XWN0030,155815F,1980-01-07,06:35 PM,OHIO,Truck,40,Dark,Cloudy,2,75
BO,XWN0018,155746A,1980-01-06,10:34 AM,OHIO,Auto,20,Day,Cloudy,2,92
BO,XWN0017,153703A,1980-01-09,02:12 PM,OHIO,Truck-trailer,22,Day,Clear,2,75
BO,XWN0004,154304S,1980-01-06,02:15 AM,INDIANA,Auto,25,Dark,Cloudy,2,33
BO,XPA0045,145332W,1980-01-27,02:15 AM,PENNSYLVANIA,Auto,16,Dark,Cloudy,2,99
BN,WI20,081796V,1980-01-07,08:15 AM,MINNESOTA,Auto,6,Day,Snow,3,82
BN,SP67,059340D,1980-01-29,12:35 PM,MONTANA,Truck,25,Day,Clear,2,69
BN,SP43,059185B,1980-01-18,04:35 PM,MONTANA,Auto,30,Day,Clear,1,1
BN,SP22,058668E,1980-01-13,01:00 PM,MONTANA,Truck,29,Day,Snow,4,48
BN,SP17,066239W,1980-01-10,02:00 PM,WASHINGTON,Truck,15,Day,Clear,3,68
BN,SP12,066328N,1980-01-08,01:45 PM,WASHINGTON,Other,15,Day,Cloudy,5,51
BN,RM51,059909U,1980-01-20,02:00 PM,MONTANA,Truck,30,Day,Clear,3,67
BN,RM5,060043G,1980-01-06,11:10 AM,MONTANA,Truck,-5,Day,Clear,3,0
BN,RM26,060207V,1980-01-11,02:45 PM,MONTANA,Auto,40,Day,Clear,4,0
BN,RM0053,060078H,1980-01-18,09:40 AM,MONTANA,Auto,10,Day,Cloudy,1,13
BN,PO96,104454A,1980-01-24,04:40 PM,WASHINGTON,Auto,20,Day,Clear,1,2
BN,PO82,066832B,1980-01-10,03:15 PM,OREGON,Truck,5,Day,Clear,1,3
BN,PO79,089604D,1980-01-23,10:40 PM,WASHINGTON,Truck,20,Dark,Fog,2,93
BN,PA100,085677A,1980-01-22,12:04 PM,WASHINGTON,Truck,48,Day,Clear,1,4
BN,OT10,066752H,1980-01-23,11:05 AM,OREGON,Truck,5,Day,Clear,3,27
BN,OE6,066496U,1980-01-23,07:20 AM,OREGON,Auto,38,Dark,Fog,1,22
BN,OE2,058192H,1980-01-09,12:05 AM,OREGON,Auto,25,Dark,Cloudy,5,89
BN,OA64,063108H,1980-01-27,04:50 AM,MISSOURI,Auto,20,Dark,Snow,1,1
BN,OA5,062976S,1980-01-04,08:10 PM,IOWA,Auto,30,Dark,Clear,1,0
BN,OA28,079115R,1980-01-12,09:05 AM,IOWA,Auto,36,Day,Cloudy,3,115
BN,WI57,062502G,1980-01-18,10:10 PM,NORTH DAKOTA,Auto,20,Dark,Clear,1,31
BN,WI51,061231A,1980-01-18,12:20 PM,MINNESOTA,Auto,15,Day,Clear,3,91
BN,WI40,062261V,1980-01-12,02:20 PM,MINNESOTA,Auto,10,Day,Cloudy,1,3
BN,WI21,076287N,1980-01-07,10:50 AM,MINNESOTA,Truck,-5,Day,Clear,4,42
CR,310309,,1980-01-22,10:15 AM,PENNSYLVANIA,Auto,30,Day,Cloudy,1,1
CR,310308,172219A,1980-01-08,03:55 PM,NEW JERSEY,Auto,45,Day,Clear,2,43
CR,310307,586368W,1980-01-16,09:00 PM,NEW JERSEY,Auto,45,Dark,Clear,1,17
CR,310305,,1980-01-04,05:02 PM,PENNSYLVANIA,Truck,27,Dark,Clear,2,15
CR,200300,502426H,1980-01-18,06:59 AM,NEW YORK,Truck,37,Dawn,Clear,2,6
CR,140301,263533L,1980-01-30,07:25 PM,NEW YORK,Auto,16,Dark,Clear,1,8
CR,140300,263026D,1980-01-09,06:02 PM,NEW JERSEY,Auto,26,Dark,Cloudy,1,2
CR,130301,589561T,1980-01-08,10:00 PM,PENNSYLVANIA,Truck,30,Dark,Clear,1,8
CR,130300,361413P,1980-01-11,11:07 AM,PENNSYLVANIA,Auto,40,Day,Clear,3,116
CR,110302,361248G,1980-01-14,06:05 PM,NEW JERSEY,Auto,30,Dark,Clear,1,1
CR,110301,515622C,1980-01-11,04:20 PM,NEW JERSEY,Auto,38,Day,Rain,1,15
CR,110300,,1980-01-02,05:38 AM,NEW JERSEY,Auto,25,Dark,Clear,2,55
CO,XWV79,226313S,1980-01-22,06:50 AM,WEST VIRGINIA,Auto,38,Dawn,Rain,1,0
CO,XWV0138,226475R,1980-01-31,03:35 AM,WEST VIRGINIA,Auto,20,Dark,Snow,1,5
CO,XWV0132,226324E,1980-01-30,04:25 PM,WEST VIRGINIA,Auto,24,Dusk,Snow,2,15
CO,XWV0058,227141P,1980-01-13,10:55 AM,KENTUCKY,Truck-trailer,40,Day,Cloudy,3,47
CO,XWV0054,225353L,1980-01-13,10:36 AM,WEST VIRGINIA,Auto,30,Day,Cloudy,2,12
CO,XWV0037,227733A,1980-01-10,12:35 AM,KENTUCKY,School bus,20,Dark,Clear,2,42
CO,XWV0034,227213R,1980-01-09,01:55 PM,KENTUCKY,Truck,45,Day,Clear,2,24
CO,XWV0030,225749P,1980-01-05,06:20 AM,WEST VIRGINIA,Auto,26,Dark,Snow,4,21
CO,XWV0016,226760T,1980-01-05,02:55 PM,WEST VIRGINIA,Auto,35,Day,Snow,2,28
CO,XWN3010,229606F,1980-01-24,09:55 AM,INDIANA,Auto,14,Day,Snow,3,81
CO,XWN3008,229706K,1980-01-18,08:40 AM,INDIANA,Truck,34,Day,Cloudy,4,103
CO,XOH0014,228791Y,1980-01-30,10:35 PM,OHIO,Auto,16,Dark,Cloudy,2,61
CO,XOH0001,228812P,1980-01-04,07:55 PM,OHIO,Auto,25,Dark,Cloudy,3,102
CO,XMI4006,232374W,1980-01-26,12:26 PM,MICHIGAN,Auto,21,Day,Clear,1,0
CO,XMI2036,511971Y,1980-01-26,07:15 PM,MICHIGAN,Auto,18,Dark,Clear,3,49
CO,XMI2029,232583E,1980-01-24,08:45 AM,MICHIGAN,Truck,12,Day,Clear,2,53
CO,XMI2028,233969F,1980-01-27,04:45 PM,MICHIGAN,Auto,20,Day,Snow,2,24
CO,XMI2027,233705K,1980-01-27,08:30 PM,MICHIGAN,Auto,17,Dark,Clear,2,24
CO,XMI2017,,1980-01-02,10:35 AM,MICHIGAN,Auto,20,Day,Clear,5,130
CO,XMI2010,232363J,1980-01-10,07:10 PM,MICHIGAN,Auto,10,Dark,Clear,1,51
CO,XMI2009,232929E,1980-01-05,07:33 AM,MICHIGAN,Auto,20,Dawn,Clear,3,0
