Railroad Code,Incident Number,Grade Crossing ID,Date,Time,State Name,Highway User,Temperature,Visibility,Weather Condition,Number of Locomotive Units,Number of Cars
UP,1110SL003,789073S,2010-11-06,08:35 AM,MISSOURI,Truck-trailer,43,Day,Clear,3,97
BNSF,NE1110200,063122D,2010-11-03,12:13 AM,MISSOURI,Pedestrian,34,Dark,Clear,3,135
BNSF,SF0410200,667650A,2010-04-26,01:15 PM,MISSOURI,Other motor vehicle,65,Day,Cloudy,0,1
BNSF,SF0610200,664623T,2010-06-25,09:45 PM,MISSOURI,Pick-up truck,80,Dark,Clear,3,107
BNSF,SF0310203,667830X,2010-03-18,02:40 PM,MISSOURI,Van,61,Day,Clear,3,103
KCS,10031903,329769R,2010-03-19,09:45 PM,MISSOURI,Pick-up truck,35,Dark,Rain,2,23
UP,0610KC007,422962E,2010-06-16,07:40 PM,MISSOURI,Pedestrian,70,Dusk,Cloudy,2,50
BNSF,SF0510203,664560R,2010-05-19,09:55 AM,MISSOURI,Pick-up truck,60,Day,Cloudy,3,84
UP,0710SL005,442101G,2010-07-08,08:43 AM,MISSOURI,Pick-up truck,80,Day,Clear,3,13
BNSF,SF0510200,667707Y,2010-05-07,09:00 AM,MISSOURI,Pick-up truck,70,Day,Cloudy,2,63
BNSF,SF0510201,669822M,2010-05-02,01:25 PM,MISSOURI,Pedestrian,66,Day,Clear,5,135
NS,39535,483859J,2010-07-03,01:30 PM,MISSOURI,Other motor vehicle,75,Day,Cloudy,2,99
MNA,IX100306,443016V,2010-06-04,04:25 PM,MISSOURI,Auto,90,Day,Clear,2,33
NS,40324,483633X,2010-10-15,10:20 AM,MISSOURI,Truck-trailer,70,Day,Clear,2,44
UP,0510SL002,789077U,2010-05-07,05:50 PM,MISSOURI,Auto,70,Day,Rain,2,104
UP,0710KC003,441927S,2010-07-03,02:51 AM,MISSOURI,Pick-up truck,77,Dark,Clear,4,101
UP,1010SL006,446448E,2010-10-09,09:20 PM,MISSOURI,Other motor vehicle,68,Dark,Clear,2,60
UP,1010SL013,438529J,2010-10-16,03:15 PM,MISSOURI,Pick-up truck,75,Day,Clear,3,73
ATK,116699,442037K,2010-08-05,10:10 AM,MISSOURI,Pick-up truck,87,Day,Clear,1,4
BNSF,NE0610202,924640D,2010-06-29,04:30 PM,MISSOURI,Truck,80,Day,Clear,3,132
NS,39011,480660J,2010-04-17,05:45 PM,MISSOURI,Truck-trailer,65,Day,Clear,2,27
UP,1110KC006,334462P,2010-11-09,04:05 PM,MISSOURI,Other motor vehicle,60,Day,Clear,4,113
BNSF,SF1110200,673308B,2010-11-15,12:20 PM,MISSOURI,Pick-up truck,54,Day,Cloudy,4,59
BNSF,SF1110201,673304Y,2010-11-26,09:50 PM,MISSOURI,Auto,39,Dark,Clear,2,104
NS,39434,483739T,2010-06-18,05:00 PM,MISSOURI,Pick-up truck,90,Day,Clear,2,44
TRRA,10019,803353G,2010-03-02,11:40 PM,MISSOURI,Auto,37,Dark,Clear,0,30
ATK,116150,442794F,2010-06-22,08:07 PM,MISSOURI,Auto,88,Day,Clear,1,3
BNSF,SF0110200,674018W,2010-01-01,04:35 PM,MISSOURI,Pick-up truck,33,Day,Clear,3,82
UP,0310KC010,422985L,2010-03-23,07:10 AM,MISSOURI,Auto,45,Dawn,Clear,2,95
ATK,116698,441974A,2010-08-05,08:09 AM,MISSOURI,Pick-up truck,87,Day,Clear,1,4
BNSF,SF1010202,667346W,2010-10-13,10:30 AM,MISSISSIPPI,Pedestrian,57,Day,Cloudy,3,82
CAGY,CAG069910,295971C,2010-10-20,02:18 PM,MISSISSIPPI,Truck-trailer,71,Day,Clear,1,38
CAGY,CAG074610,296380C,2010-11-05,11:30 AM,MISSISSIPPI,Auto,46,Day,Clear,1,8
CSX,75463,340210C,2010-05-01,06:45 AM,MISSISSIPPI,Auto,70,Dawn,Clear,2,44
IC,675364,300700K,2010-06-27,10:35 AM,MISSISSIPPI,Auto,86,Day,Clear,3,105
MSE,1001XING,854944A,2010-05-07,06:33 PM,MISSISSIPPI,Pick-up truck,79,Day,Clear,1,9
IC,674148,301868G,2010-06-16,01:25 AM,MISSISSIPPI,Auto,80,Dark,Clear,1,34
KCS,10052701,305891P,2010-05-27,01:23 AM,MISSISSIPPI,Truck-trailer,75,Dark,Clear,2,41
MTNR,GR10001,304747U,2010-03-30,07:40 AM,MISSISSIPPI,Auto,70,Dawn,Clear,0,1
IC,682411,305427X,2010-09-02,06:18 AM,MISSISSIPPI,Pick-up truck,76,Dawn,Fog,3,105
IC,676649,305353H,2010-07-09,09:00 AM,MISSISSIPPI,Truck-trailer,88,Day,Clear,0,1
IC,676621,305435P,2010-07-09,01:18 PM,MISSISSIPPI,Van,91,Day,Cloudy,2,25
CSX,81523,340262U,2010-10-24,05:30 AM,MISSISSIPPI,Auto,75,Dawn,Cloudy,0,1
CSX,76109,340259L,2010-05-19,01:49 AM,MISSISSIPPI,Auto,71,Dark,Clear,3,81
IC,691520,300399E,2010-12-02,04:50 AM,MISSISSIPPI,Truck-trailer,29,Dark,Clear,1,11
KCS,10021101,305185E,2010-02-11,09:25 AM,MISSISSIPPI,Truck,38,Day,Clear,1,5
VSOR,X650110,296272F,2010-01-06,11:30 AM,MISSISSIPPI,Truck-trailer,40,Day,Clear,1,12
CSX,74208,340118C,2010-03-19,12:50 AM,MISSISSIPPI,Auto,60,Dark,Clear,2,70
CSX,74439,340237L,2010-03-26,02:43 PM,MISSISSIPPI,Auto,60,Day,Clear,2,74
CSX,73688,340139V,2010-03-04,04:06 PM,MISSISSIPPI,Auto,60,Day,Clear,2,25
KCS,10091102,305150D,2010-09-11,01:10 AM,MISSISSIPPI,Auto,80,Dark,Cloudy,2,16
CAGY,CAG051110,303591U,2010-08-18,02:10 PM,MISSISSIPPI,Auto,90,Day,Cloudy,1,1
IC,688999,299819G,2010-11-06,06:52 PM,MISSISSIPPI,Auto,44,Dark,Clear,2,166
MSE,1003XING,854935B,2010-09-08,06:20 PM,MISSISSIPPI,Auto,85,Dusk,Clear,3,80
IC,657928,305764N,2010-01-12,04:00 PM,MISSISSIPPI,Pick-up truck,45,Day,Clear,1,8
NS,38163,725671D,2010-01-21,09:20 PM,MISSISSIPPI,Other,30,Dark,Clear,1,20
IC,687177,304278V,2010-10-18,04:46 PM,MISSISSIPPI,Truck-trailer,84,Day,Clear,1,104
IC,689613,300557C,2010-11-12,11:10 PM,MISSISSIPPI,Truck,43,Dark,Cloudy,3,205
ATK,117030,300124W,2010-09-05,03:25 PM,MISSISSIPPI,Van,85,Day,Clear,1,7
CSX,72729,340173C,2010-02-02,05:30 PM,MISSISSIPPI,Other motor vehicle,50,Day,Clear,2,64
ATK,117374,299824D,2010-10-10,04:27 PM,MISSISSIPPI,Auto,80,Day,Clear,1,7
CSX,74690,340075L,2010-04-02,05:19 AM,MISSISSIPPI,Other motor vehicle,62,Dark,Cloudy,0,1
ATK,115526,725619Y,2010-04-24,09:19 AM,MISSISSIPPI,Pick-up truck,75,Day,Rain,2,9
CSX,75339,340139V,2010-04-28,02:00 PM,MISSISSIPPI,Pick-up truck,75,Day,Clear,3,118
IC,683078,305408T,2010-09-08,04:48 PM,MISSISSIPPI,Pick-up truck,89,Day,Clear,2,32
KCS,10081402,305232K,2010-08-14,02:15 PM,MISSISSIPPI,Pick-up truck,86,Day,Rain,4,39
MSE,1002XING,854872Y,2010-07-13,03:45 PM,MISSISSIPPI,Other motor vehicle,91,Day,Clear,1,5
CSX,72320,340255J,2010-01-22,07:25 PM,MISSISSIPPI,Auto,55,Dark,Clear,4,55
CSX,72073,340136A,2010-01-15,10:45 PM,MISSISSIPPI,Auto,50,Dark,Rain,2,2
NS,101012,725597B,2010-10-09,12:30 AM,MISSISSIPPI,Pedestrian,65,Dark,Clear,2,44
IC,691667,300399E,2010-12-02,04:51 AM,MISSISSIPPI,Pick-up truck,29,Dark,Clear,1,11
ABS,X660810,306256C,2010-05-14,02:30 AM,MISSISSIPPI,Auto,72,Dark,Clear,3,73
ATK,117207,725594F,2010-09-23,05:20 PM,MISSISSIPPI,Auto,80,Day,Clear,2,9
IC,683075,305385N,2010-09-08,04:10 PM,MISSISSIPPI,Truck-trailer,90,Day,Clear,3,103
IC,663039,304308K,2010-03-04,11:08 AM,MISSISSIPPI,Auto,48,Day,Clear,2,66
IC,665134,300882Y,2010-03-25,05:15 AM,MISSISSIPPI,Auto,56,Dark,Rain,0,1
MSR,X610210,305054B,2010-07-06,10:00 PM,MISSISSIPPI,Auto,78,Dark,Cloudy,2,10
MRL,2010140,090586E,2010-12-18,03:50 PM,MONTANA,Pick-up truck,15,Day,Clear,2,4
BNSF,MT0810200,059478E,2010-08-18,01:15 PM,MONTANA,Other motor vehicle,85,Day,Clear,3,100
BNSF,MT0810201,059392V,2010-08-31,04:55 PM,MONTANA,Truck,71,Day,Clear,4,84
BNSF,MT1010204,087434E,2010-10-27,08:50 AM,MONTANA,Auto,33,Day,Cloudy,0,1
BNSF,MT1210202,087304H,2010-12-15,08:55 AM,MONTANA,Truck,30,Day,Clear,3,125
ATK,118224,059418V,2010-12-23,04:50 PM,MONTANA,Pick-up truck,15,Dusk,Clear,3,11
BNSF,PR1210200,104071L,2010-12-30,05:24 AM,MONTANA,Pick-up truck,-15,Dark,Snow,4,125
MRL,2010082,090342V,2010-08-21,08:10 PM,MONTANA,Pick-up truck,55,Dark,Clear,3,113
BNSF,MT1010201,087335G,2010-10-13,01:30 PM,MONTANA,Pick-up truck,66,Day,Clear,3,115
BNSF,PR0910202,103840V,2010-09-26,01:30 PM,MONTANA,Auto,70,Day,Clear,0,1
UP,0410PC007,812534K,2010-04-26,08:10 AM,MONTANA,Other motor vehicle,45,Day,Clear,3,56
ATK,117986,059770N,2010-12-01,01:43 PM,MONTANA,Truck-trailer,30,Day,Clear,3,11
BNSF,MT0710200,088110F,2010-07-15,09:30 PM,MONTANA,Auto,65,Dark,Clear,3,63
BNSF,MT0710201,087409W,2010-07-29,02:10 PM,MONTANA,Pick-up truck,92,Day,Clear,3,123
MRL,2010111,087471G,2010-11-12,04:20 PM,MONTANA,Other,40,Day,Clear,1,0
YSVR,X631210,060878U,2010-10-11,03:02 PM,MONTANA,Truck,50,Day,Clear,1,12
BNSF,MT0610200,059628K,2010-06-01,12:52 PM,MONTANA,Auto,57,Day,Cloudy,3,111
YSVR,X630110,060904G,2010-02-10,06:04 PM,MONTANA,Van,4,Dark,Clear,2,12
MRL,2010060,060039S,2010-07-24,12:42 AM,MONTANA,Auto,51,Dark,Clear,3,54
ATK,117708,629881F,2010-11-01,09:11 PM,NORTH CAROLINA,Truck,50,Dark,Clear,2,45
NS,39829,630474Y,2010-08-09,02:00 AM,NORTH CAROLINA,Auto,78,Dark,Clear,2,42
NS,38512,722165S,2010-02-19,02:51 AM,NORTH CAROLINA,Other motor vehicle,30,Dark,Clear,3,85
NS,39016,722586D,2010-04-18,11:15 AM,NORTH CAROLINA,Pick-up truck,61,Day,Clear,3,32
ATK,115742,735472D,2010-05-13,07:46 AM,NORTH CAROLINA,Truck-trailer,72,Day,Clear,1,3
NS,39230,722351T,2010-05-21,02:00 PM,NORTH CAROLINA,Auto,80,Day,Clear,3,45
ACWR,50610,722524F,2010-05-06,11:59 AM,NORTH CAROLINA,Auto,85,Day,Clear,3,20
ATK,116781,735236Y,2010-08-12,05:53 PM,NORTH CAROLINA,Auto,95,Day,Clear,1,7
NCVA,IX100339,642355Y,2010-06-21,10:53 PM,NORTH CAROLINA,Auto,78,Dark,Clear,1,1
NS,39273,722439R,2010-05-28,10:36 AM,NORTH CAROLINA,Truck,84,Day,Clear,2,17
NS,39613,724332V,2010-07-13,07:52 AM,NORTH CAROLINA,Auto,80,Day,Clear,2,0
NS,40575,722132E,2010-11-19,02:05 AM,NORTH CAROLINA,Auto,58,Dark,Clear,2,25
NS,40428,715358Y,2010-10-29,03:47 AM,NORTH CAROLINA,Auto,60,Dark,Clear,3,9
NS,39349,729716W,2010-06-07,10:30 AM,NORTH CAROLINA,Truck-trailer,79,Day,Clear,4,31
CSX,77632,244249T,2010-07-05,03:40 PM,NORTH CAROLINA,Auto,90,Day,Clear,0,1
ACWR,42110,466232D,2010-04-21,07:06 PM,NORTH CAROLINA,Auto,65,Day,Clear,1,0
NS,39385,722874X,2010-06-09,12:29 PM,NORTH CAROLINA,Auto,84,Day,Clear,3,7
NS,39501,724410A,2010-06-28,02:55 PM,NORTH CAROLINA,Auto,95,Day,Clear,1,16
NS,39034,720461W,2010-04-22,11:00 AM,NORTH CAROLINA,Auto,65,Day,Clear,2,3
CSX,83417,629051C,2010-12-18,10:55 AM,NORTH CAROLINA,Auto,34,Day,Rain,0,1
CSX,73133,628794Y,2010-02-14,09:30 AM,NORTH CAROLINA,Auto,35,Day,Clear,2,0
CSX,80067,630976K,2010-09-14,06:27 PM,NORTH CAROLINA,Auto,91,Day,Clear,2,149
NS,40672,729565J,2010-12-01,02:01 AM,NORTH CAROLINA,Auto,55,Dark,Rain,3,70
CSX,81237,631385K,2010-10-17,01:28 AM,NORTH CAROLINA,Auto,45,Dark,Clear,2,82
NS,40740,716215E,2010-12-08,10:25 AM,NORTH CAROLINA,Truck-trailer,32,Day,Clear,3,17
NS,40901,729424A,2010-12-23,01:50 PM,NORTH CAROLINA,Truck-trailer,72,Day,Clear,2,22
NS,38186,720630G,2010-01-23,04:19 AM,NORTH CAROLINA,Auto,41,Dark,Fog,2,6
NS,40361,470210K,2010-10-19,01:23 AM,NORTH CAROLINA,Auto,57,Dark,Clear,2,40
GSM,101810,720225S,2010-10-18,12:42 PM,NORTH CAROLINA,Pick-up truck,75,Day,Cloudy,1,9
ATK,115391,629851N,2010-04-08,07:45 PM,NORTH CAROLINA,Pedestrian,70,Dusk,Clear,2,10
NS,39467,722749K,2010-06-23,08:38 AM,NORTH CAROLINA,Truck-trailer,94,Day,Clear,3,0
ATK,116817,734750N,2010-08-16,12:08 PM,NORTH CAROLINA,Truck-trailer,91,Day,Clear,1,3
YVRR,531101,721841G,2010-05-31,12:20 PM,NORTH CAROLINA,Other motor vehicle,78,Day,Rain,2,31
NS,39313,724300P,2010-06-03,12:45 PM,NORTH CAROLINA,Truck-trailer,83,Day,Clear,3,19
CSX,81236,631385K,2010-10-17,01:24 AM,NORTH CAROLINA,Auto,45,Dark,Clear,2,82
ATK,114823,735225L,2010-02-09,05:27 PM,NORTH CAROLINA,Auto,40,Dusk,Rain,1,7
NS,38391,729604X,2010-02-09,07:00 PM,NORTH CAROLINA,Auto,38,Dark,Rain,2,3
CSX,75349,631840B,2010-04-23,09:00 AM,NORTH CAROLINA,Auto,60,Day,Clear,2,100
NS,38598,715358Y,2010-02-26,03:00 AM,NORTH CAROLINA,Auto,30,Dark,Clear,2,64
NS,39963,722992A,2010-08-26,07:50 PM,NORTH CAROLINA,Pick-up truck,72,Day,Clear,3,98
NS,39970,722700B,2010-08-27,03:07 PM,NORTH CAROLINA,Auto,72,Day,Clear,1,31
CSX,79534,629882M,2010-08-27,11:52 PM,NORTH CAROLINA,Pick-up truck,76,Dark,Clear,2,124
NS,38573,735472D,2010-02-24,11:03 AM,NORTH CAROLINA,Van,38,Day,Rain,1,6
ATK,114659,629875C,2010-01-29,04:10 PM,NORTH CAROLINA,Pick-up truck,35,Day,Clear,1,6
CSX,78798,631648W,2010-08-09,11:50 PM,NORTH CAROLINA,Pick-up truck,76,Dark,Clear,3,100
ATK,117224,630698W,2010-09-25,08:33 AM,NORTH CAROLINA,Truck,80,Day,Clear,2,9
CSX,72671,631635V,2010-01-30,05:50 PM,NORTH CAROLINA,Auto,25,Day,Snow,2,57
CALA,4082010,629501W,2010-04-08,01:20 PM,NORTH CAROLINA,Truck,85,Day,Clear,3,0
NS,38668,715339U,2010-03-05,03:39 AM,NORTH CAROLINA,Auto,25,Dark,Clear,2,74
BNSF,MT0110200,093315J,2010-01-10,06:39 AM,NORTH DAKOTA,Pick-up truck,19,Dark,Clear,3,105
SOO,223452,698869L,2010-12-31,12:05 AM,NORTH DAKOTA,Auto,-5,Dark,Cloudy,2,94
ATK,117421,093487S,2010-10-12,07:11 AM,NORTH DAKOTA,Pick-up truck,47,Dawn,Cloudy,2,11
BNSF,MT1010202,093389B,2010-10-26,01:00 PM,NORTH DAKOTA,Truck-trailer,36,Day,Cloudy,3,38
BNSF,MT0910200,093368H,2010-09-16,07:20 PM,NORTH DAKOTA,Other motor vehicle,53,Day,Clear,3,113
BNSF,TC0810201,070809N,2010-08-14,09:15 AM,NORTH DAKOTA,Pedestrian,66,Day,Clear,3,100
SOO,222753,693302P,2010-11-14,12:30 AM,NORTH DAKOTA,Auto,23,Dark,Clear,1,1
DMVW,I10693,693503F,2010-10-07,11:30 AM,NORTH DAKOTA,Auto,68,Day,Clear,2,1
BNSF,MT1010203,093305D,2010-10-24,04:00 PM,NORTH DAKOTA,Truck-trailer,53,Day,Cloudy,3,79
BNSF,MT1210201,093321M,2010-12-11,12:30 PM,NORTH DAKOTA,Truck-trailer,-1,Day,Clear,4,71
DMVW,I12235,690389X,2010-12-14,04:15 PM,NORTH DAKOTA,Auto,16,Dusk,Clear,2,0
ATK,114442,093056A,2010-01-12,11:00 AM,NORTH DAKOTA,Auto,30,Day,Clear,3,11
BNSF,MT1010200,093321M,2010-10-04,05:23 PM,NORTH DAKOTA,Pick-up truck,5,Day,Clear,3,101
BNSF,TC1110201,093871N,2010-11-08,11:16 AM,NORTH DAKOTA,Truck-trailer,49,Day,Clear,2,46
BNSF,TC1110203,081286S,2010-11-25,06:10 AM,NORTH DAKOTA,Pick-up truck,-5,Dark,Cloudy,1,8
ATK,115029,086847V,2010-03-06,01:15 AM,NORTH DAKOTA,Auto,28,Dark,Fog,3,9
NPR,GC021001,695894J,2010-02-09,01:00 PM,NORTH DAKOTA,Truck,10,Day,Clear,2,11
BNSF,TC1210200,086710B,2010-12-02,07:35 PM,NORTH DAKOTA,Auto,-4,Dark,Clear,2,14
BNSF,MT0410200,087527Y,2010-04-02,02:20 AM,NORTH DAKOTA,Other motor vehicle,30,Dark,Snow,2,0
DMVW,HRGC110561,927652H,2010-01-20,12:30 AM,NORTH DAKOTA,Pick-up truck,23,Dark,Clear,2,78
BNSF,TC0610200,087895N,2010-06-07,12:19 PM,NORTH DAKOTA,Pick-up truck,70,Day,Cloudy,0,1
BNSF,PR1010200,064520L,2010-10-07,09:05 PM,NEBRASKA,Auto,65,Dark,Clear,2,135
BNSF,CO0210202,077664D,2010-02-22,07:39 AM,NEBRASKA,Auto,30,Dawn,Cloudy,2,30
BNSF,NE0510200,933634Y,2010-05-29,02:36 PM,NEBRASKA,Other motor vehicle,85,Day,Clear,3,107
BNSF,NE0610201,083068S,2010-06-06,08:00 AM,NEBRASKA,Pick-up truck,67,Day,Cloudy,3,124
UP,0710CB020,817621F,2010-07-27,01:45 PM,NEBRASKA,Auto,95,Day,Clear,3,95
UP,0510KC013,433020H,2010-05-14,03:52 PM,NEBRASKA,Truck,70,Day,Clear,1,10
UP,0710CB017,818124G,2010-07-25,05:52 PM,NEBRASKA,Truck-trailer,85,Day,Clear,2,0
UP,0610KC008,432920V,2010-06-20,12:17 PM,NEBRASKA,Pick-up truck,77,Day,Rain,0,1
BNSF,NE0310200,076503E,2010-03-30,01:50 PM,NEBRASKA,Other motor vehicle,67,Day,Clear,4,79
BNSF,NE0610200,076614W,2010-06-02,10:45 AM,NEBRASKA,Auto,65,Day,Cloudy,2,68
UP,0610NP016,817534C,2010-06-18,07:03 AM,NEBRASKA,Auto,71,Day,Cloudy,4,107
UP,0910CB008,816871P,2010-09-20,02:36 PM,NEBRASKA,Pick-up truck,86,Day,Clear,4,96
UP,1110NP008,909801J,2010-11-09,10:22 PM,NEBRASKA,Van,28,Dark,Clear,1,0
UP,1110NP012,816942J,2010-11-13,08:46 AM,NEBRASKA,Truck-trailer,32,Day,Clear,3,144
UP,1010NP001,813302Y,2010-10-01,08:18 AM,NEBRASKA,Truck-trailer,55,Dawn,Clear,1,54
BNSF,PR0910200,089059N,2010-09-05,10:25 AM,NEBRASKA,Truck-trailer,89,Day,Clear,4,120
BNSF,PR0910201,064735K,2010-09-01,07:26 AM,NEBRASKA,Auto,59,Day,Clear,3,132
UP,0910CB006,191705R,2010-09-16,01:40 PM,NEBRASKA,Truck-trailer,60,Day,Cloudy,3,75
BNSF,NE1010200,073215A,2010-10-04,04:25 AM,NEBRASKA,Pedestrian,40,Dark,Clear,3,133
BNSF,NE1010201,073150J,2010-10-06,08:35 AM,NEBRASKA,Pick-up truck,50,Day,Clear,0,1
BNSF,NE1010202,073401B,2010-10-13,12:45 PM,NEBRASKA,Truck-trailer,70,Day,Clear,0,1
BNSF,TC0110204,064382A,2010-01-07,03:30 PM,NEBRASKA,Other motor vehicle,-9,Day,Snow,2,0
BNSF,PR0110200,064835P,2010-01-22,02:00 PM,NEBRASKA,Truck-trailer,37,Day,Cloudy,2,0
BNSF,NE0810200,074649R,2010-08-12,11:05 AM,NEBRASKA,Truck-trailer,95,Day,Clear,4,94
BNSF,PR0210200,064719B,2010-02-18,06:00 PM,NEBRASKA,Auto,24,Dusk,Snow,3,135
UP,1210NP010,816903T,2010-12-11,11:30 AM,NEBRASKA,Pick-up truck,17,Day,Clear,0,1
UP,1210CB012,815585F,2010-12-29,11:26 AM,NEBRASKA,Auto,38,Day,Cloudy,2,1
UP,1210NP021,815961K,2010-12-18,02:15 PM,NEBRASKA,Truck-trailer,31,Day,Cloudy,3,138
UP,1010CB018,816886E,2010-10-24,12:50 AM,NEBRASKA,Other motor vehicle,51,Dark,Clear,3,136
UP,1010CB011,816887L,2010-10-08,05:45 PM,NEBRASKA,Pedestrian,80,Day,Clear,1,9
BNSF,PR0110201,930182F,2010-01-25,10:05 PM,NEBRASKA,Pick-up truck,15,Dark,Clear,1,0
NS,40602,916995J,2010-10-13,11:10 AM,NEW JERSEY,Truck,54,Day,Clear,3,14
NJTR,201009603,516019V,2010-09-20,08:15 AM,NEW JERSEY,Auto,72,Day,Clear,1,1
NJTR,201011723,263164S,2010-11-08,08:06 AM,NEW JERSEY,Auto,42,Day,Clear,1,5
NJTR,201012812,856935H,2010-12-28,06:55 AM,NEW JERSEY,Auto,30,Dawn,Snow,1,6
NS,38836,362861B,2010-03-13,11:17 PM,NEW JERSEY,Auto,45,Dark,Rain,2,26
RCRY,RC0012010,361332P,2010-03-02,09:30 PM,NEW JERSEY,Auto,28,Dark,Clear,1,3
SNJX,12272010,541373S,2010-12-27,03:49 PM,NEW JERSEY,Truck-trailer,28,Day,Clear,1,1
NJTR,201002069,586042F,2010-02-08,01:29 PM,NEW JERSEY,Auto,25,Day,Clear,1,4
NJTR,201003101,266898D,2010-02-25,04:45 PM,NEW JERSEY,Bus,30,Day,Snow,1,4
CSX,73768,586518C,2010-02-06,02:50 AM,NEW JERSEY,Other,30,Dark,Snow,2,0
BRW,100114,171328A,2010-01-14,04:40 PM,NEW JERSEY,Auto,30,Dusk,Cloudy,0,1
CRSH,54720,585982R,2010-06-30,11:35 AM,NEW JERSEY,Auto,80,Day,Clear,2,29
CRSH,54770,914972V,2010-09-17,03:55 PM,NEW JERSEY,Truck-trailer,65,Day,Clear,2,19
NS,38068,362823S,2010-01-09,02:39 PM,NEW JERSEY,Auto,26,Day,Clear,2,28
NJTR,201011717,172386Y,2010-11-03,08:29 PM,NEW JERSEY,Auto,50,Dark,Cloudy,1,6
NJTR,201011715,263028S,2010-11-02,02:41 PM,NEW JERSEY,Auto,49,Day,Clear,1,4
NJTR,201010705,266331Y,2010-10-28,05:54 AM,NEW JERSEY,Auto,56,Dark,Fog,1,6
NS,39279,263186S,2010-05-21,11:52 AM,NEW JERSEY,Truck,79,Day,Clear,2,16
NJTR,201009606,263164S,2010-09-22,07:55 PM,NEW JERSEY,Auto,70,Dark,Rain,1,6
CSX,81583,172360W,2010-10-27,12:00 PM,NEW JERSEY,Auto,75,Day,Cloudy,4,50
NJTR,201012810,856895M,2010-12-26,06:35 PM,NEW JERSEY,Auto,30,Dark,Snow,1,8
NJTR,201012811,856958P,2010-12-28,02:07 AM,NEW JERSEY,Auto,30,Dark,Snow,1,5
NJTR,201012809,263082K,2010-12-29,06:23 PM,NEW JERSEY,Auto,32,Dark,Cloudy,1,7
NJTR,201008489,263186S,2010-08-04,07:43 AM,NEW JERSEY,Pedestrian,78,Day,Cloudy,1,5
NJTR,201008518,856944G,2010-08-15,02:55 AM,NEW JERSEY,Pedestrian,60,Dark,Clear,1,6
CRSH,54816,586462K,2010-11-23,02:35 PM,NEW JERSEY,Auto,50,Day,Cloudy,2,5
NJTR,201006343,263018L,2010-06-01,01:55 PM,NEW JERSEY,Auto,85,Day,Clear,1,5
NJTR,201007454,263421M,2010-07-21,11:20 AM,NEW JERSEY,Pedestrian,96,Day,Clear,1,6
NJTR,201007426,586042F,2010-07-07,12:18 PM,NEW JERSEY,Auto,100,Day,Clear,1,4
